-0.3371,1.503,0.62045,-0.55448
-1.202,0.63393,0.031977,-1.9431
-0.46374,0.51242,-0.25143,-0.052453
-1.302,-1.115,-0.04906,1.1819
1.3272,-0.71377,0.98287,-1.4125
1.3949,-1.498,0.80699,-1.4363
1.4294,-1.2,-1.0466,-0.10662
-0.78826,1.5143,-0.19059,-0.26448
-0.51555,1.7691,-1.0759,-0.67735
-1.0898,-0.77131,-1.72,1.0779
-0.53066,0.26149,0.69991,0.26057
-1.1408,-0.5908,-0.45413,1.0233
-1.4243,-0.31785,0.78566,1.2551
0.97537,0.39214,-1.4384,0.50889
-1.1113,1.1399,-1.0655,-1.1619
-1.297,-0.51623,-1.1237,1.1445
0.46449,1.5706,1.2742,0.47466
0.43211,-0.2304,1.3446,-1.7276
0.77965,-0.72125,0.85794,1.2298
0.5645,0.14329,1.3694,0.088557
-0.21118,-0.37248,-0.16051,0.34395
1.1833,0.11608,-1.5341,-0.25175
1.4891,-0.35919,0.069015,0.34768
0.11982,1.8736,1.0792,0.74665
0.48895,-1.2601,-1.6432,1.1864
-0.53858,-0.53451,0.57813,-0.60556
1.4323,-1.4987,-0.47411,-0.15963
0.83866,0.56808,1.3932,-1.6043
-0.96743,-0.29833,0.33368,1.0882
