0.1243,0.0021141,708.88,4.0942
0.11228,0.0016957,656.45,3.0149
0.12254,0.0016372,631.2,4.4844
0.11089,0.00085373,649.23,5.4438
0.14743,0.0010469,741.17,3.4273
0.14837,0.00066936,725.5,3.4088
0.14885,0.00081284,560.35,4.4423
0.11803,0.0021195,636.62,4.3196
0.12182,0.0022422,557.74,3.9987
0.11384,0.0010192,500.36,5.363
0.12161,0.0015164,715.96,4.7277
0.11313,0.0011061,613.14,5.3205
0.10919,0.0012375,723.6,5.5007
0.14254,0.0015793,525.45,4.9207
0.11354,0.0019393,558.67,3.6221
0.11096,0.001142,553.48,5.4147
0.13544,0.0021466,767.13,4.8941
0.13499,0.0012796,773.4,3.1824
0.13982,0.0010433,730.04,5.481
0.13683,0.0014595,775.61,4.594
0.12605,0.0012112,639.3,4.7925
0.14543,0.0014464,516.92,4.3295
0.14968,0.0012176,659.75,4.7954
0.13065,0.0022925,749.75,5.1055
0.13578,0.00078388,507.2,5.4473
0.1215,0.0011332,705.11,4.0545
0.14889,0.00066901,611.36,4.4011
0.14064,0.001664,777.73,3.2782
0.11554,0.0012469,683.33,5.371
